"","Fecha","Hora","Bosque","Transecto..1.2.3.","Planta","Polinizador","sexo","capturado.","Codigo_frasco","Observaciones","Ronda","b","Polinizador_curro","Pollinator_genus","Pollinator_family"
"218",2022-04-30,"15:52:00",4,3,"Bellis perennis","?=6","","no",NA,"",2,"2022-04-30 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"220",2022-04-30,"16:01:00",4,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",2,"2022-04-30 NA","Apis mellifera","Apis","Apidae"
"221",2022-04-30,"16:02:00",4,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",2,"2022-04-30 NA","Apis mellifera","Apis","Apidae"
"222",2022-04-30,"16:05:00",4,3,"Taraxacum officinale","?=6","","no",NA,"",2,"2022-04-30 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"223",2022-04-30,"16:10:00",4,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",2,"2022-04-30 NA","Apis mellifera","Apis","Apidae"
"224",2022-04-30,"16:21:00",4,3,"Taraxacum officinale","?=35","","no",NA,"",2,"2022-04-30 NA","Apis mellifera","Apis","Apidae"
"226",2022-05-04,"10:45:00",5,1,"","Ø","","",NA,"Niebla, sin viento. No hay polinizadores",2,"2022-05-04 NA","Ø","Ø",NA
"227",2022-05-04,"13:00:00",5,2,"","Ø","","",NA,"No hay polinizadores",2,"2022-05-04 NA","Ø","Ø",NA
"228",2022-05-05,"10:49:00",1,1,"Viola riviniana","Bombus pascuorum","","no",NA,"Cálido, nublado,  no hay viento",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"229",2022-05-05,"11:09:00",1,1,"Helleborus viridis","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"231",2022-05-05,"11:18:00",1,1,"Viola riviniana","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"232",2022-05-05,"11:21:00",1,1,"Helleborus viridis","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"233",2022-05-05,"13:16:00",1,2,"Helleborus viridis","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"234",2022-05-05,"13:19:00",1,2,"Helleborus viridis","","","si",37,"",3,"2022-05-05 37","Bombus soroeensis","Bombus","Apidae"
"235",2022-05-05,"13:23:00",1,2,"Viola riviniana","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"236",2022-05-05,"13:25:00",1,2,"Taraxacum officinale","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"237",2022-05-05,"13:49:00",1,2,"Helleborus viridis","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"238",2022-05-05,"13:54:00",1,2,"Taraxacum officinale","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"239",2022-05-05,"13:55:00",1,2,"Viola riviniana","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"240",2022-05-05,"15:35:00",1,3,"Taraxacum officinale","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"242",2022-05-05,"15:45:00",1,3,"Taraxacum officinale","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"243",2022-05-05,"15:55:00",1,3,"Taraxacum officinale","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"244",2022-05-05,"15:58:00",1,3,"Helleborus viridis","?=37","","no",NA,"",3,"2022-05-05 NA","Bombus soroeensis","Bombus","Apidae"
"245",2022-05-05,"16:07:00",1,3,"Taraxacum officinale","?=6","","no",NA,"",3,"2022-05-05 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"246",2022-05-05,"16:12:00",1,3,"Bellis perennis","?=6","","no",NA,"",3,"2022-05-05 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"247",2022-05-05,"16:13:00",1,3,"Helleborus viridis","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"248",2022-05-05,"16:15:00",1,3,"Taraxacum officinale","Bombus pascuorum","","no",NA,"",3,"2022-05-05 NA","Bombus pascuorum","Bombus","Apidae"
"249",2022-05-06,"10:45:00",3,1,"","Ø","","",NA,"Cálido, nublado,  no hay viento. No hay polinizadores",2,"2022-05-06 NA","Ø","Ø",NA
"250",2022-05-06,"14:05:00",3,2,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2,"2022-05-06 NA","Bombus lapidarius","Bombus","Apidae"
"251",2022-05-06,"15:41:00",3,3,"Bellis perennis","?=6","","no",NA,"",2,"2022-05-06 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"253",2022-05-06,"16:09:00",3,3,"Helleborus viridis","Bombus pascuorum","","no",NA,"",2,"2022-05-06 NA","Bombus pascuorum","Bombus","Apidae"
"254",2022-05-07,"10:35:00",4,1,"Taraxacum officinale","","","si",38,"Sol, despejado",3,"2022-05-07 38","","",NA
"255",2022-05-07,"10:37:00",4,1,"Taraxacum officinale","Eristalis sp.","","no",NA,"",3,"2022-05-07 NA","Eristalis sp.","Eristalis","Syrphidae"
"256",2022-05-07,"10:40:00",4,1,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-07 NA","?=11","?=11",NA
"257",2022-05-07,"10:44:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"258",2022-05-07,"10:50:00",4,1,"Bellis perennis","?=21","","no",NA,"",3,"2022-05-07 NA","?=21","?=21",NA
"259",2022-05-07,"10:52:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"260",2022-05-07,"10:56:00",4,1,"Scilla verna","?=21","","no",NA,"",3,"2022-05-07 NA","?=21","?=21",NA
"261",2022-05-07,"11:01:00",4,1,"Potentilla erecta","?=34","","no",NA,"",3,"2022-05-07 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"262",2022-05-07,"11:08:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"263",2022-05-07,"11:09:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"264",2022-05-07,"11:11:00",4,1,"Bellis perennis","?=21","","no",NA,"",3,"2022-05-07 NA","?=21","?=21",NA
"265",2022-05-07,"11:12:00",4,1,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"266",2022-05-07,"11:14:00",4,1,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-07 NA","?=11","?=11",NA
"267",2022-05-07,"11:16:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"268",2022-05-07,"11:20:00",4,1,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"269",2022-05-07,"11:23:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"270",2022-05-07,"11:23:00",4,1,"Taraxacum officinale","Apis mellifera","","si",35,"",3,"2022-05-07 35","Apis mellifera","Apis","Apidae"
"271",2022-05-07,"11:24:00",4,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"272",2022-05-07,"13:05:00",4,2,"Potentilla erecta","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"273",2022-05-07,"13:08:00",4,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"274",2022-05-07,"13:09:00",4,2,"Bellis perennis","?=6","","no",NA,"",3,"2022-05-07 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"275",2022-05-07,"13:10:00",4,2,"Taraxacum officinale","Apis mellifera","","si",36,"",3,"2022-05-07 36","Apis mellifera","Apis","Apidae"
"276",2022-05-07,"13:11:00",4,2,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"277",2022-05-07,"13:12:00",4,2,"Scilla verna","?=21","","no",NA,"",3,"2022-05-07 NA","?=21","?=21",NA
"278",2022-05-07,"13:14:00",4,2,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"279",2022-05-07,"13:25:00",4,2,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-07 NA","?=11","?=11",NA
"280",2022-05-07,"13:27:00",4,2,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-07 NA","?=11","?=11",NA
"281",2022-05-07,"13:27:00",4,2,"Taraxacum officinale","?=34","","no",NA,"",3,"2022-05-07 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"282",2022-05-07,"13:30:00",4,2,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-07 NA","?=11","?=11",NA
"284",2022-05-07,"13:39:00",4,2,"Potentilla erecta","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"286",2022-05-07,"13:43:00",4,2,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"288",2022-05-07,"13:45:00",4,2,"Bellis perennis","?=34","","no",NA,"",3,"2022-05-07 NA","Lasioglossum leucopus","Lasioglossum","Halictidae"
"289",2022-05-07,"13:45:00",4,2,"Taraxacum officinale","?=39","","no",NA,"",3,"2022-05-07 NA","?=39","?=39",NA
"290",2022-05-07,"13:46:00",4,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"291",2022-05-07,"13:47:00",4,2,"Taraxacum officinale","","","si",40,"Posible 40=11",3,"2022-05-07 40","Andrena sp","Andrena","Andrenidae"
"292",2022-05-07,"14:00:00",4,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"293",2022-05-07,"15:41:00",4,3,"Taraxacum officinale","?=13","","no",NA,"Viento",3,"2022-05-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"294",2022-05-07,"15:44:00",4,3,"Scilla verna","?=21","","no",NA,"",3,"2022-05-07 NA","?=21","?=21",NA
"295",2022-05-07,"15:48:00",4,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"296",2022-05-07,"15:59:00",4,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"297",2022-05-07,"16:01:00",4,3,"Bellis perennis","?=38","","no",NA,"",3,"2022-05-07 NA","?=38","?=38",NA
"298",2022-05-07,"16:16:00",4,3,"Potentilla erecta","?=6","","no",NA,"",3,"2022-05-07 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"299",2022-05-07,"16:23:00",4,3,"Bellis perennis","?=6","","no",NA,"",3,"2022-05-07 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"300",2022-05-07,"16:23:00",4,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-07 NA","Apis mellifera","Apis","Apidae"
"301",2022-05-07,"16:24:00",4,3,"Bellis perennis","?=6","","no",NA,"",3,"2022-05-07 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"302",2022-05-09,"11:10:00",5,1,"Scilla verna"," mariposa pequeña gris con puntos","","no",NA,"Sol, calor 20º , no hay viento.",3,"2022-05-09 NA","Pyrgus sp.","Pyrgus","Hesperiidae"
"304",2022-05-09,"11:30:00",5,1,"Scilla verna","","","si",41,"",3,"2022-05-09 41","Andrena nigroaenea","Andrena","Andrenidae"
"305",2022-05-09,"11:32:00",5,1,"Scilla verna","?=41","","no",NA,"",3,"2022-05-09 NA","Andrena nigroaenea","Andrena","Andrenidae"
"306",2022-05-09,"11:41:00",5,1,"Scilla verna","?=41","","no",NA,"",3,"2022-05-09 NA","Andrena nigroaenea","Andrena","Andrenidae"
"307",2022-05-09,"11:44:00",5,1,"Scilla verna","","","si",44,"",3,"2022-05-09 44","Lasioglossum sp","Lasioglossum","Halictidae"
"308",2022-05-09,"11:52:00",5,1,"Scilla verna","Apis mellifera","","no",NA,"",3,"2022-05-09 NA","Apis mellifera","Apis","Apidae"
"309",2022-05-09,"11:57:00",5,1,"Pedicularis sylvatica","","","si",42,"Curro: Anthopera sp. hembra",3,"2022-05-09 42","Anthophora subterranea","Anthophora","Apidae"
"310",2022-05-09,"13:23:00",5,2,"Pedicularis sylvatica","","","si",43,"Bombus lapidarius",3,"2022-05-09 43","Bombus sylvarum","Bombus","Apidae"
"311",2022-05-09,"13:26:00",5,2,"Scilla verna","?=45","","si",NA,"",3,"2022-05-09 NA","Andrena nigroaenea","Andrena","Andrenidae"
"313",2022-05-09,"13:38:00",5,2,"Scilla verna","?=41","","no",NA,"",3,"2022-05-09 NA","Andrena nigroaenea","Andrena","Andrenidae"
"314",2022-05-09,"13:39:00",5,2,"Scilla verna","?=44","","no",NA,"",3,"2022-05-09 NA","Lasioglossum sp","Lasioglossum","Halictidae"
"316",2022-05-09,"13:49:00",5,2,"Potentilla erecta","","","si",44,"Posible 44=13",3,"2022-05-09 44","Lasioglossum sp","Lasioglossum","Halictidae"
"317",2022-05-09,"14:04:00",5,2,"Scilla verna","Apis mellifera","","no",NA,"",3,"2022-05-09 NA","Apis mellifera","Apis","Apidae"
"318",2022-05-09,"14:11:00",5,2,"Scilla verna","","","si",45,"",3,"2022-05-09 45","Andrena nigroaenea","Andrena","Andrenidae"
"319",2022-05-09,"14:14:00",5,2,"Potentilla erecta","?=44","","no",NA,"",3,"2022-05-09 NA","Lasioglossum sp","Lasioglossum","Halictidae"
"320",2022-05-09,"15:37:00",5,3,"Potentilla erecta","?=44","","no",NA,"",3,"2022-05-09 NA","Lasioglossum sp","Lasioglossum","Halictidae"
"321",2022-05-09,"15:40:00",5,3,"Scilla verna","","","no",NA,"mariposa pequeña gris con puntos",3,"2022-05-09 NA","","",NA
"326",2022-05-09,"15:58:00",5,3,"Scilla verna","?=41","","no",NA,"",3,"2022-05-09 NA","Andrena nigroaenea","Andrena","Andrenidae"
"327",2022-05-09,"16:01:00",5,3,"Scilla verna","Apis mellifera","","no",NA,"",3,"2022-05-09 NA","Apis mellifera","Apis","Apidae"
"328",2022-05-09,"16:11:00",5,3,"Pedicularis sylvatica","","","si",46,"",3,"2022-05-09 46","Bombus sylvarum","Bombus","Apidae"
"329",2022-05-09,"16:14:00",5,3,"Potentilla erecta","?=44","","no",NA,"",3,"2022-05-09 NA","Lasioglossum sp","Lasioglossum","Halictidae"
"330",2022-05-09,"16:16:00",5,3,"Scilla verna","Eristalis sp.","","no",NA,"",3,"2022-05-09 NA","Eristalis sp.","Eristalis","Syrphidae"
"331",2022-05-09,"16:23:00",5,3,"Scilla verna","Apis mellifera","","no",NA,"",3,"2022-05-09 NA","Apis mellifera","Apis","Apidae"
"332",2022-05-09,"16:30:00",5,3,"Scilla verna","Apis mellifera","","no",NA,"",3,"2022-05-09 NA","Apis mellifera","Apis","Apidae"
"333",2022-05-10,"10:50:00",2,1,"Helleborus viridis","?=11","","no",NA,"Sol, calor 20º, no hay viento",3,"2022-05-10 NA","?=11","?=11",NA
"334",2022-05-10,"10:55:00",2,1,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"335",2022-05-10,"10:56:00",2,1,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"336",2022-05-10,"11:00:00",2,1,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"337",2022-05-10,"11:10:00",2,1,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"338",2022-05-10,"11:12:00",2,1,"Taraxacum officinale","Sphaerophoria scripta","hembra","no",NA,"",3,"2022-05-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"339",2022-05-10,"11:16:00",2,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"340",2022-05-10,"11:19:00",2,1,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-10 NA","Halictus smaragdulus","Halictus","Halictidae"
"341",2022-05-10,"11:23:00",2,1,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"342",2022-05-10,"11:25:00",2,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"343",2022-05-10,"11:26:00",2,1,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"344",2022-05-10,"11:28:00",2,1,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"345",2022-05-10,"11:28:00",2,1,"Bellis perennis","?=13","","no",NA,"",3,"2022-05-10 NA","Halictus smaragdulus","Halictus","Halictidae"
"346",2022-05-10,"11:29:00",2,1,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-10 NA","?=11","?=11",NA
"347",2022-05-10,"11:30:00",2,1,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"348",2022-05-10,"11:30:00",2,1,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-10 NA","?=11","?=11",NA
"349",2022-05-10,"11:31:00",2,1,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-10 NA","?=11","?=11",NA
"350",2022-05-10,"11:32:00",2,1,"Viola riviniana","?=13","","no",NA,"",3,"2022-05-10 NA","Halictus smaragdulus","Halictus","Halictidae"
"351",2022-05-10,"11:33:00",2,1,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"352",2022-05-10,"11:35:00",2,1,"Taraxacum officinale","","","si",47,"",3,"2022-05-10 47","Andrena cineraria","Andrena","Andrenidae"
"353",2022-05-10,"11:37:00",2,1,"Taraxacum officinale","Sphaerophoria scripta","","no",NA,"",3,"2022-05-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"354",2022-05-10,"11:42:00",2,1,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"355",2022-05-10,"11:43:00",2,1,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"356",2022-05-10,"13:10:00",2,2,"Bellis perennis","?=13","","no",NA,"",3,"2022-05-10 NA","Halictus smaragdulus","Halictus","Halictidae"
"357",2022-05-10,"13:12:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"358",2022-05-10,"13:17:00",2,2,"Viola riviniana","","","no",NA,"",3,"2022-05-10 NA","","",NA
"359",2022-05-10,"13:18:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"360",2022-05-10,"13:25:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"361",2022-05-10,"13:32:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"362",2022-05-10,"13:32:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"363",2022-05-10,"13:33:00",2,2,"Taraxacum officinale","","","si",49,"",3,"2022-05-10 49","Platycheirus albimanus","Platycheirus","Syrphidae"
"364",2022-05-10,"13:34:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"365",2022-05-10,"13:42:00",2,2,"Taraxacum officinale","?=49","","no",NA,"",3,"2022-05-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"366",2022-05-10,"13:44:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"367",2022-05-10,"13:44:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"368",2022-05-10,"13:45:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"369",2022-05-10,"13:45:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"370",2022-05-10,"13:45:00",2,2,"Bellis perennis","?=52","","no",NA,"",3,"2022-05-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"371",2022-05-10,"13:46:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"372",2022-05-10,"13:47:00",2,2,"Bellis perennis","?=30","","si",30,"",3,"2022-05-10 30","Eupeodes corollae","Eupeodes","Syrphidae"
"373",2022-05-10,"13:48:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"374",2022-05-10,"13:49:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"375",2022-05-10,"13:51:00",2,2,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-10 NA","?=11","?=11",NA
"376",2022-05-10,"13:51:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"377",2022-05-10,"13:56:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"378",2022-05-10,"13:58:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"379",2022-05-10,"14:00:00",2,2,"Taraxacum officinale","?=30","","si",31,"",3,"2022-05-10 31","Eupeodes corollae","Eupeodes","Syrphidae"
"380",2022-05-10,"14:01:00",2,2,"Taraxacum officinale","Eristalis sp.","","no",NA,"",3,"2022-05-10 NA","Eristalis sp.","Eristalis","Syrphidae"
"381",2022-05-10,"14:02:00",2,2,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"382",2022-05-10,"14:02:00",2,2,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-10 NA","?=11","?=11",NA
"383",2022-05-10,"14:03:00",2,2,"Taraxacum officinale","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"384",2022-05-10,"14:03:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"385",2022-05-10,"14:04:00",2,2,"Bellis perennis","?=30","","no",NA,"",3,"2022-05-10 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"386",2022-05-10,"14:05:00",2,2,"Taraxacum officinale","?=49","","no",NA,"",3,"2022-05-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"387",2022-05-10,"14:06:00",2,2,"Taraxacum officinale","Eristalis sp.","","no",NA,"",3,"2022-05-10 NA","Eristalis sp.","Eristalis","Syrphidae"
"388",2022-05-10,"15:40:00",2,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"389",2022-05-10,"15:42:00",2,3,"Taraxacum officinale","?=13","","no",NA,"",3,"2022-05-10 NA","Halictus smaragdulus","Halictus","Halictidae"
"390",2022-05-10,"15:43:00",2,3,"Taraxacum officinale","?=11","","no",NA,"",3,"2022-05-10 NA","?=11","?=11",NA
"391",2022-05-10,"15:46:00",2,3,"Taraxacum officinale","","","si",50,"",3,"2022-05-10 50","","",NA
"392",2022-05-10,"15:47:00",2,3,"Taraxacum officinale","Apis mellifera","","no",NA,"",3,"2022-05-10 NA","Apis mellifera","Apis","Apidae"
"393",2022-05-10,"15:49:00",2,3,"Taraxacum officinale","?=49","","no",NA,"",3,"2022-05-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"394",2022-05-10,"15:54:00",2,3,"Taraxacum officinale","","","si",51,"",3,"2022-05-10 51","Bombus sylvestris","Bombus","Apidae"
"395",2022-05-10,"15:57:00",2,3,"Bellis perennis","","","si",52,"",3,"2022-05-10 52","Calliphora vicina","Calliphora","Calliphoridae"
